law_id,title,year,url,pdf_path
9017,"Zakon o zaštiti prirodnog i kulturno-istorijskog područja Kotora","2020","https://wapi.gov.me/download/66f5c852-7448-4d3a-af81-2da69a240818?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o zastiti prirodnog i kulturno-istorijskog podrucja Kotora-2020.pdf"
9018,"Zakon o zaštiti kulturnih dobara","2020","https://wapi.gov.me/download/62633794-e279-4b80-a8a4-4043c3fa2a0e?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o zaštiti kulturnih dobara-2020.pdf"
9019,"Zakon o državnim simbolima i Danu državnosti Crne Gore","2020","https://wapi.gov.me/download/b8e6c8c8-f87e-4ddd-91fd-620e5ea87a1d?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o državnim simbolima i Danu državnosti Crne Gore-2020.pdf"
9042,"Zakon o fiskalizaciji u prometu proizvoda i usluga","2020","https://wapi.gov.me/download/4bc72201-52a7-45a3-b636-c69bc0778210?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o fiskalizaciji u prometu proizvoda i usluga-2020.pdf"
9043,"Zakon o fiskalizaciji u prometu proizvoda i usluga","2020","https://wapi.gov.me/download/4bc72201-52a7-45a3-b636-c69bc0778210?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o fiskalizaciji u prometu proizvoda i usluga-2020.pdf"
9044,"Zakon o fiskalizaciji u prometu proizvoda i usluga","2020","https://wapi.gov.me/download/4bc72201-52a7-45a3-b636-c69bc0778210?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o fiskalizaciji u prometu proizvoda i usluga-2020.pdf"
9045,"Zakon o fiskalizaciji u prometu proizvoda i usluga","2020","https://wapi.gov.me/download/4bc72201-52a7-45a3-b636-c69bc0778210?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o fiskalizaciji u prometu proizvoda i usluga-2020.pdf"
9051,"Zakon o porezu na dohodak fizickih lica","2019","https://wapi.gov.me/download/d1fe1c0d-9b18-4b8e-8b6e-cc405a13d8cf?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o porezu na dohodak fizickih lica-2019.pdf"
9066,"Opsti kolektivni ugovor","2019","https://wapi.gov.me/download/9878d392-fd31-4eae-9521-639abfcff237?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Opsti kolektivni ugovor-2019.pdf"
9067,"Zakon o doprinosima za obavezno socijalno osiguranje","2019","https://wapi.gov.me/download/8cbb759d-a96e-4ed4-ad3d-f70a01ed94df?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o doprinosima za obavezno socijalno osiguranje-2019.pdf"
9068,"Zakon o doprinosima za obavezno socijalno osiguranje","2019","https://wapi.gov.me/download/8cbb759d-a96e-4ed4-ad3d-f70a01ed94df?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o doprinosima za obavezno socijalno osiguranje-2019.pdf"
9075,"Zakon o izmjenama i dopunama ZUT Sl.list CG br. 38-19","2019","https://wapi.gov.me/download/f366c9b2-c342-4d59-86e5-99443907a749?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o izmjenama i dopunama ZUT Sl.list CG br. 38-19-2019.pdf"
9079,"Zakon o zaradama zaposlenih u javnom sektoru","2019","https://wapi.gov.me/download/fab6b879-848c-4723-b92c-e74f1922b897?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o zaradama zaposlenih u javnom sektoru-2019.pdf"
9104,"Zakon o efikasnom koriscenju energije Sl.list CG br.25-19","2019","https://wapi.gov.me/download/2a9721b7-45f0-470a-b327-755301ee187b?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o efikasnom koriscenju energije Sl.list CG br.25-19-2019.pdf"
9113,"Zakon o administrativnim taksama","2019","https://wapi.gov.me/download/0858c977-ed12-40ec-820c-1025b08dd4ea?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o administrativnim taksama-2019.pdf"
